Company,Legal name,Score,Confidence,Why (top reasons),Unknown signals,Website,Phone,City,Region,Country,Industry,Founded,Employees (est.),Revenue low (est.),Revenue high (est.),Owner,Owner born,Sources
Roto-Rooter Plumbing & Water Cleanup,,,low,,9,https://www.rotorooter.com/sugarlandtx/,+12813024080,Sugar Land,TX,US,Plumbing,,,,,,,overture
SL Plumbing Services,,,low,,9,http://slplumbingservices.com/,+18173723704,Fort Worth,TX,US,Plumbing,,,,,,,"overture, rdap"
sos-waterheater1-fortworth.,,,low,,9,http://soswaterheaterfortworth.com/,+19726569687,Fort Worth,TX,US,Plumbing,,,,,,,"overture, rdap"
SOS Water Heater Rosenberg,,,low,,9,https://rosenberg.soswaterheater.com,+13465698185,Rosenberg,TX,US,Plumbing,,,,,,,"overture, rdap"
Sterling Contracting Services,,,low,,9,http://www.sterlingcs.com/,+18179284951,Fort Worth,TX,US,Plumbing,,,,,,,"overture, rdap"
Sugar Land Water Heater Repair,,,low,,9,https://sugarlandwaterheaterrepair.com/,+18325433176,Sugar Land,TX,US,Plumbing,,,,,,,"overture, rdap"
Texas Plumbing Repair 24/7,,,low,,9,https://www.ftwplumber.com/,+18177997327,Azle,TX,US,Plumbing,,,,,,,"overture, rdap"
Tex Flex Plumbing,,,low,,9,http://www.texflexplumbing.com/,+18178930070,Fort Worth,TX,US,Plumbing,,,,,,,"overture, rdap"
Thompson Plumbing Richmond TX,,,low,,9,https://richmondplumbingtx.com/,+12813059047,Richmond,TX,US,Plumbing,,,,,,,"overture, rdap"
Titan Plumbing & Water Heater,,,low,,9,https://sites.google.com/view/titanplumbingwaterheater/home,+12813560013,Sugar Land,TX,US,Plumbing,,,,,,,overture
Toilet Repair Mission Bend TX,,,low,,9,https://toiletrepairmissionbend.com,+12815603815,Mission Bend,TX,US,Plumbing,,,,,,,"overture, rdap"
Toilet Repair Richmond TX,,,low,,9,https://toiletrepairrichmond.com/,+12818459689,Richmond,TX,US,Plumbing,,,,,,,"overture, rdap"
Toilet Repair Rosenberg TX,,,low,,9,https://toiletrepairrosenberg.com,+12816536731,Rosenberg,TX,US,Plumbing,,,,,,,"overture, rdap"
Toilet Repair Sugar Land TX,,,low,,9,https://toiletrepairsugarland.com/,+12815295795,Sugar Land,TX,US,Plumbing,,,,,,,"overture, rdap"
Top Plumber Fort Worth TX Company,,,low,,9,http://topplumberfortworthtxcompany.com/,+18172074862,Fort Worth,TX,US,Plumbing,,,,,,,overture
Trinity Utilities And Boring,,,low,,9,http://trinityutilitiesandboring.com/,+18174892580,Aurora,TX,US,Plumbing,,,,,,,"overture, rdap"
Trusted Plumbing and Leak Detection,,,low,,9,https://www.trustedplumbingfw.com/,+18179751184,Fort Worth,TX,US,Plumbing,,,,,,,"overture, rdap"
United Plumbing of Alliance,,,low,,9,http://unitedplumbingrepair.com/,+18176926300,Fort Worth,TX,US,Plumbing,,,,,,,overture
Vintage Drain Cleaning & Plumbing Company,,,low,,9,http://vintagedrain.com/,+18176550776,Ft Worth,TX,US,Plumbing,,,,,,,overture
Water Heater Rosenberg TX,,,low,,9,http://rosenbergwaterheaters.com,+12818628765,Rosenberg,TX,US,Plumbing,,,,,,,"overture, rdap"
WaterTex Pools,,,low,,9,https://watertexpools.com/,+18177798006,Crowley,TX,US,Plumbing,,,,,,,"overture, rdap"
"Weeks Plumbing, Inc",,,low,,9,https://handymansugarlandtx.com,+12818452156,Sugar Land,TX,US,Plumbing,,,,,,,"overture, rdap"
Williams Plumber,,,low,,9,https://williams-plumber.business.site/,+12813101279,Sugar Land,TX,US,Plumbing,,,,,,,overture
Woodie Woods Plumbing,,,low,,9,,+18179235248,Fort Worth,TX,US,Plumbing,,,,,,,overture
